../../Instances/CVRP/X-n101-k25.vrp;1;28270;0.542949
../../Instances/CVRP/X-n101-k25.vrp;1;27816;0.557932
../../Instances/CVRP/X-n101-k25.vrp;1;27802;0.673763
../../Instances/CVRP/X-n101-k25.vrp;1;27733;0.776919
../../Instances/CVRP/X-n101-k25.vrp;1;27697;0.864632
../../Instances/CVRP/X-n101-k25.vrp;1;27633;0.979858
../../Instances/CVRP/X-n101-k25.vrp;1;27597;1.12009
../../Instances/CVRP/X-n101-k25.vrp;1;27595;1.59287
../../Instances/CVRP/X-n101-k25.vrp;1;27591;1.71127
