../../Instances/CVRP/X-n101-k25.vrp;1;28270;0.571763
../../Instances/CVRP/X-n101-k25.vrp;1;27816;0.595463
../../Instances/CVRP/X-n101-k25.vrp;1;27802;0.782307
../../Instances/CVRP/X-n101-k25.vrp;1;27733;0.941836
../../Instances/CVRP/X-n101-k25.vrp;1;27697;1.04413
../../Instances/CVRP/X-n101-k25.vrp;1;27633;1.22279
../../Instances/CVRP/X-n101-k25.vrp;1;27597;1.41742
../../Instances/CVRP/X-n101-k25.vrp;1;27595;1.99418
../../Instances/CVRP/X-n101-k25.vrp;1;27591;2.14183
